id,numero,titulo,director,anio_estreno,pais_origen,fecha_vista,anio_visto,es_revisionado,estado_enriquecimiento,fuente,genero,animo,sinopsis,poster_url,rating_externo,notas_ia
P0123-1,123,Muchachos,Jesús Braceras,2023,Argentina,2025-12-19,2024,No,Migrada,CSV historico,,,,,,
P0124-1,124,The nightmare before Christmas,Henry Selick,1993,USA,2025-12-24,2024,No,Migrada,CSV historico,,,,,,
P0125-1,125,Soul,Pete Docter,2020,USA,2025-12-24,2024,No,Migrada,CSV historico,,,,,,
P0126-1,126,Spy,Paul Feig,2015,USA,2025-12-25,2024,No,Migrada,CSV historico,,,,,,
P0001-1,1,Madame claude,Sylvie Verheyde,2021,Francia,2026-01-12,2025,No,Migrada,CSV historico,,,,,,
P0002-1,2,Water for elephants,Francis Lawrence,2011,USA,2026-01-15,2025,No,Migrada,CSV historico,,,,,,
P0003-1,3,The book thief,Brian Percival,2013,USA/Alemania,2026-01-16,2025,No,Migrada,CSV historico,,,,,,
P0004-1,4,The switch,Will Speck y Josh Gordon,2010,USA,2026-01-17,2025,No,Migrada,CSV historico,,,,,,
P0005-1,5,"Good luck to you, Leo Grande",Sophie Hyde,2022,UK,2026-01-18,2025,No,Migrada,CSV historico,,,,,,
P0006-1,6,Puan,"María Alché ,Benjamín Naishtat",2023,Argentina,2026-01-19,2025,No,Migrada,CSV historico,,,,,,
P0007-3,7,Palm Springs,Max Barbakow,2020,USA,2026-01-19,2025,Si,Migrada,CSV historico,,,,,,
P0008-1,8,Los domingos mueren más personas,Iair Said,2023,Argentina,2026-01-30,2025,No,Migrada,CSV historico,,,,,,
P0009-1,9,"Kiki, el amor se hace",Paco León,2016,España,2026-01-31,2025,No,Migrada,CSV historico,,,,,,
P0010-1,10,The Help,Tate Taylor,2011,USA,2026-02-01,2025,No,Migrada,CSV historico,,,,,,
P0011-1,11,Juror N 2,Clint Eastwood,2024,USA,2026-02-03,2025,No,Migrada,CSV historico,,,,,,
P0012-1,12,The equalizer 3,Antoine Fuqua,2023,USA,2026-02-03,2025,No,Migrada,CSV historico,,,,,,
P0013-1,13,Elijo creer,Gonzalo Arias y Martín Méndez,2023,Argentina,2026-02-04,2025,No,Migrada,CSV historico,,,,,,
P0014-2,14,Radio olmos,Gustavo Mosquer,2019,Argentina,2026-02-07,2025,Si,Migrada,CSV historico,,,,,,
P0015-1,15,This is The Tom Green documentary,Tom Green,2025,Canada,2026-02-10,2025,No,Migrada,CSV historico,,,,,,
P0016-1,16,Alls hallows eve,Damien Leone,2013,USA,2026-02-14,2025,No,Migrada,CSV historico,,,,,,
P0017-1,17,Eastern promises,David Cronenberg,2007,Canada/UK,2026-02-20,2025,No,Migrada,CSV historico,,,,,,
P0018-1,18,The trap,M. Night Shyamalan,2024,USA,2026-02-25,2025,No,Migrada,CSV historico,,,,,,
P0019-1,19,Bowling for columbine,Michael Moore,2002,USA,2026-03-11,2025,No,Migrada,CSV historico,,,,,,
P0020-1,20,Mickey 17,Bong Joon-ho,2025,USA/Korea del sur,2026-03-14,2025,No,Migrada,CSV historico,,,,,,
P0021-1,21,El hombre que amaba los platos voladores,Diego Lerman,2024,Argentina,2026-03-16,2025,No,Migrada,CSV historico,,,,,,
P0022-1,22,Anchorman: The legend of Ron Burgundy,Adam McKay,2004,USA,2026-03-17,2025,No,Migrada,CSV historico,,,,,,
P0023-2,23,Shrek 2,"Andrew Adamson,Kelly Asbury,Conrad Vernon",2004,USA,2026-03-22,2025,Si,Migrada,CSV historico,,,,,,
P0024-1,24,The Subtle Art of Not Giving a F*ck,Nathan Price,2023,USA,2026-03-23,2025,No,Migrada,CSV historico,,,,,,
P0025-1,25,Músic by John Williams,Laurent Bouzereau,2024,USA,2026-03-29,2025,No,Migrada,CSV historico,,,,,,
P0026-1,26,Civil war,Alex Garland,2024,USA/UK,2026-03-30,2025,No,Migrada,CSV historico,,,,,,
P0027-1,27,Snatch,Guy Ritchie,2000,UK,2026-03-30,2025,No,Migrada,CSV historico,,,,,,
P0028-1,28,Thelma,Josh Margolin,2024,USA,2026-04-25,2025,No,Migrada,CSV historico,,,,,,
P0029-1,29,Life of the party,Ben Falcone,2018,USA,2026-05-02,2025,No,Migrada,CSV historico,,,,,,
P0030-1,30,Nonnas,Stephen Chbosky,2025,USA,2026-05-11,2025,No,Migrada,CSV historico,,,,,,
P0031-1,31,Am i ok?,"Tig Notaro, Stephanie Allynne",2024,USA,2026-05-17,2025,No,Migrada,CSV historico,,,,,,
P0032-1,32,Una muerte silenciosa,Sebastián Schindel,2025,Argentina,2026-05-25,2025,No,Migrada,CSV historico,,,,,,
P0033-2,33,Lion,Garth Davis,2016,USA/UK/Australia,2026-05-25,2025,Si,Migrada,CSV historico,,,,,,
P0034-1,34,Historias para no contar,Cesc Gay,2022,España,2026-05-25,2025,No,Migrada,CSV historico,,,,,,
P0035-1,35,The assessment,Flor afortunada,2022,USA/UK/Alemania,2026-05-25,2025,No,Migrada,CSV historico,,,,,,
P0036-1,36,Final destination,James Wong,2000,USA/Canada,2026-05-31,2025,No,Migrada,CSV historico,,,,,,
P0037-1,37,Emilia Pérez,Jacques Audiard,2024,Francia,2026-06-01,2025,No,Migrada,CSV historico,,,,,,
P0038-1,38,Oceans 8,Gary Ross,2018,USA,2026-06-01,2025,No,Migrada,CSV historico,,,,,,
P0039-2,39,Final destination 2,David R. Ellis,2003,USA,2026-06-01,2025,Si,Migrada,CSV historico,,,,,,
P0040-1,40,Malvineitor,Pablo Marini,2017,Argentina,2026-06-01,2025,Si,Migrada,CSV historico,,,,,,
P0041-1,41,Final destination 3,James Wong,2006,USA,2026-06-02,2025,No,Migrada,CSV historico,,,,,,
P0042-1,42,Final destination 4,David R. Ellis,2009,USA,2026-06-06,2025,No,Migrada,CSV historico,,,,,,
P0043-1,43,Capote,Bennett Miller,2005,USA/Canada,2026-06-07,2025,No,Migrada,CSV historico,,,,,,
P0044-1,44,Better man,Michael Gracey,2024,UK,2026-06-07,2025,No,Migrada,CSV historico,,,,,,
P0045-1,45,Final destination 5,Steven Quale,2011,USA,2026-06-07,2025,No,Migrada,CSV historico,,,,,,
P0046-1,46,The Alto Knights,Barry Levinson,2025,USA,2026-06-08,2025,No,Migrada,CSV historico,,,,,,
P0047-1,47,Plata dulce,Fernando Ayala,1982,Argentina,2026-06-08,2025,No,Migrada,CSV historico,,,,,,
P0048-1,48,Carrie,Brian De Palma,1976,USA,2026-06-08,2025,Si,Migrada,CSV historico,,,,,,
P0049-1,49,Marley and me,David Frankel,2009,USA,2026-06-08,2025,No,Migrada,CSV historico,,,,,,
P0050-1,50,Final destination bloodlines,"Zach Lipovsky, Adam B. Stein",2025,USA,2026-06-14,2025,No,Migrada,CSV historico,,,,,,
P0051-1,51,Priscilla,Sofia Coppola,2023,USA,2026-06-14,2025,No,Migrada,CSV historico,,,,,,
P0052-1,52,Copland,James Mangold,1997,USA,2026-06-15,2025,No,Migrada,CSV historico,,,,,,
P0053-1,53,Policía corrupto,Carlos Galettini,1996,Argentina,2026-06-19,2025,No,Migrada,CSV historico,,,,,,
P0054-1,54,MIB,Barry Sonnenfeld,1997,USA,2026-06-22,2025,No,Migrada,CSV historico,,,,,,
P0055-1,55,The baby,Ted Post,1973,USA,2026-06-28,2025,No,Migrada,CSV historico,,,,,,
P0056-1,56,Abigail,"Matt Bettinelli-Olpin,Tyler Gillett",2024,USA,2026-06-29,2025,No,Migrada,CSV historico,,,,,,
P0057-1,57,MIB 2,Barry Sonnenfeld,2002,USA,2026-06-29,2025,No,Migrada,CSV historico,,,,,,
P0058-1,58,1978.0,"Luciano Onetti, Nicolás Onetti",2024,Argentina,2026-07-01,2025,No,Migrada,CSV historico,,,,,,
P0059-1,59,Heads of state,Ilya Naishuller,2025,USA,2026-07-03,2025,No,Migrada,CSV historico,,,,,,
P0060-2,60,Poor things,Yorgos Lanthimos,2023,USA/UK/Irlanda,2026-07-04,2025,Si,Migrada,CSV historico,,,,,,
P0061-1,61,Silvia Prieto,Martín Rejtman,1999,Argentina,2026-07-08,2025,No,Migrada,CSV historico,,,,,,
P0062-1,62,Get him to they greek,Nicholas Stoller,2010,USA,2026-07-09,2025,No,Migrada,CSV historico,,,,,,
P0063-3,63,Zoolander,Ben Stiller,2001,USA,2026-07-17,2025,Si,Migrada,CSV historico,,,,,,
P0064-1,64,Austin Powers,Jay Roach,1997,USA,2026-07-19,2025,No,Migrada,CSV historico,,,,,,
P0065-1,65,MIB 3,Barry Sonnenfeld,2012,USA,2026-07-20,2025,No,Migrada,CSV historico,,,,,,
P0066-1,66,Cónclave,Edward Berger,2024,USA/UK,2026-07-20,2025,No,Migrada,CSV historico,,,,,,
P0067-1,67,Brick,Philip Koch,2025,USA,2026-07-26,2025,No,Migrada,CSV historico,,,,,,
P0068-1,68,Joy,Ben Taylor,2024,USA/UK,2026-07-27,2025,No,Migrada,CSV historico,,,,,,
P0069-1,69,Split,M. Night Shyamalan,2016,USA,2026-07-27,2025,No,Migrada,CSV historico,,,,,,
P0070-1,70,What men want,Adam Shankman,2019,USA,2026-07-27,2025,No,Migrada,CSV historico,,,,,,
P0071-1,71,Little Nicky,Steven Brill,2000,USA,2026-08-02,2025,No,Migrada,CSV historico,,,,,,
P0072-1,72,The sitter,David Gordon Green,2011,USA,2026-08-03,2025,No,Migrada,CSV historico,,,,,,
P0073-1,73,Ace Ventura,Tom Shadyac,1994,USA,2026-08-03,2025,No,Migrada,CSV historico,,,,,,
P0074-2,74,Licorice Pizza,Paul Thomas Anderson,2021,USA,2026-08-03,2025,Si,Migrada,CSV historico,,,,,,
P0075-1,75,Anora,Sean Baker,2024,USA,2026-08-04,2025,No,Migrada,CSV historico,,,,,,
P0076-1,76,Searching for sugar man,Malik Bendjelloul,2012,UK/Suecia,2026-08-05,2025,No,Migrada,CSV historico,,,,,,
P0077-2,77,28 days later,Danny Boyle,2002,UK,2026-08-07,2025,Si,Migrada,CSV historico,,,,,,
P0078-1,78,Blind Fury,Phillip Noyce,1989,USA,2026-08-08,2025,No,Migrada,CSV historico,,,,,,
P0079-1,79,Sinners,Ryan Coogler,2025,USA,2026-08-08,2025,No,Migrada,CSV historico,,,,,,
P0080-1,80,28 week later,Juan Carlos Fresnadillo,2006,UK,2026-08-09,2025,No,Migrada,CSV historico,,,,,,
P0081-1,81,28 years later,Danny Boyle,2025,UK,2026-08-09,2025,No,Migrada,CSV historico,,,,,,
P0082-2,82,Cocaine bear,Elizabeth Banks,2023,USA,2026-08-14,2025,Si,Migrada,CSV historico,,,,,,
P0083-1,83,Dog days afternoon,Sidney Lumet,1975,USA,2026-08-15,2025,No,Migrada,CSV historico,,,,,,
P0084-1,84,Dogman,Luc Besson,2023,Francia,2026-08-16,2025,No,Migrada,CSV historico,,,,,,
P0085-1,85,Nosferatu,Robert Eggers,2024,USA/Rep Checa,2026-08-22,2025,No,Migrada,CSV historico,,,,,,
P0086-1,86,My Best friend wedding,P. J. Hogan,1997,USA,2026-08-23,2025,No,Migrada,CSV historico,,,,,,
P0087-2,87,Malvineitor,Pablo Marini,2017,Argentina,2026-08-23,2025,Si,Migrada,CSV historico,,,,,,
P0088-1,88,Miss congeniality,Donald Petrie,2000,USA,2026-08-24,2025,No,Migrada,CSV historico,,,,,,
P0089-3,89,Nobody,Ilya Naishuller,2021,USA,2026-08-25,2025,Si,Migrada,CSV historico,,,,,,
P0090-1,90,Crazy stupid love,"Glenn Ficarra, John Requa",2011,USA,2026-08-26,2025,No,Migrada,CSV historico,,,,,,
P0091-1,91,Bob Marley: one love,Reinaldo Marcus Green,2024,USA/Jamaica,2026-08-29,2025,No,Migrada,CSV historico,,,,,,
P0092-2,92,Black Swan,Darren Aronofsky,2010,USA,2026-09-02,2025,Si,Migrada,CSV historico,,,,,,
P0093-1,93,Monkey Man,Dev Patel,2024,USA/Canada/India,2026-09-04,2025,No,Migrada,CSV historico,,,,,,
P0094-1,94,Raw,Julia Ducournau,2016,Francia,2026-09-05,2025,No,Migrada,CSV historico,,,,,,
P0095-2,95,The lighthouse,Robert Eggers,2019,USA/Canada,2026-09-06,2025,Si,Migrada,CSV historico,,,,,,
P0096-1,96,The monkey,Oz Perkins,2025,USA,2026-09-07,2025,No,Migrada,CSV historico,,,,,,
P0097-1,97,Los gatos,Carlos Borcosque,1986,Argentina,2026-09-08,2025,No,Migrada,CSV historico,,,,,,
P0098-1,98,Problem child,Dennis Dugan,1990,USA,2026-09-09,2025,No,Migrada,CSV historico,,,,,,
P0099-2,99,12 angry men,Sidney Lumet,1957,USA,2026-09-12,2025,Si,Migrada,CSV historico,,,,,,
P0100-3,100,Us,Jordan Peele,2019,USA,2026-09-12,2025,Si,Migrada,CSV historico,,,,,,
P0101-1,101,Mágic in the moonlight,Woody Allen,2014,USA,2026-09-13,2025,No,Migrada,CSV historico,,,,,,
P0102-1,102,Weapons,Zach Cregger,2025,USA,2026-09-14,2025,No,Migrada,CSV historico,,,,,,
P0103-1,103,Rashomon,Akira Kurosawa,1950,Japon,2026-09-16,2025,No,Migrada,CSV historico,,,,,,
P0104-1,104,Before the Devil Knows You're Dead,Sidney Lumet,2007,USA,2026-09-18,2025,No,Migrada,CSV historico,,,,,,
P0105-2,105,Barbarian,Zach Cregger,2022,USA,2026-09-19,2025,Si,Migrada,CSV historico,,,,,,
P0106-1,106,Gatillero,Cristian Tapia Marchiori,2025,Argentina,2026-09-20,2025,No,Migrada,CSV historico,,,,,,
P0107-1,107,Belen,Dolores Fonzi,2025,Argentina,2026-09-20,2025,No,Migrada,CSV historico,,,,,,
P0108-1,108,Avatar,James Cameron,2009,USA,2026-09-20,2025,No,Migrada,CSV historico,,,,,,
P0109-1,109,Kung fu panda,"Mark Osborne,John Wayne Stevenson",2008,USA,2026-09-21,2025,No,Migrada,CSV historico,,,,,,
P0110-1,110,Colossal,Nacho Vigalondo,2016,Canada/España,2026-09-27,2025,No,Migrada,CSV historico,,,,,,
P0111-2,111,Coco,"Lee Unkrich,Adrián Molina",2017,USA,2026-09-27,2025,Si,Migrada,CSV historico,,,,,,
P0112-1,112,Humane,Caitlin Cronenberg,2024,Canada/Belgica,2026-09-27,2025,No,Migrada,CSV historico,,,,,,
P0113-1,113,Blondi,Dolores Fonzi,2023,Argentina,2026-09-28,2025,No,Migrada,CSV historico,,,,,,
P0114-1,114,Jurasic Park,Steven Spielberg,1993,USA,2026-09-29,2025,No,Migrada,CSV historico,,,,,,
P0115-1,115,One battle after a other,Paul Thomas Anderson,2025,USA,2026-10-03,2025,No,Migrada,CSV historico,,,,,,
P0116-1,116,Great balls of fire,Jim McBride,1989,USA,2026-10-04,2025,No,Migrada,CSV historico,,,,,,
P0117-1,117,Modern Romance,Albert Brooks,1981,USA,2026-10-05,2025,No,Migrada,CSV historico,,,,,,
P0118-1,118,Christine,Antonio Campos,2016,USA,2026-10-06,2025,Si,Migrada,CSV historico,,,,,,
P0119-1,119,Devo,Chris Smith,2024,USA/UK,2026-10-09,2025,No,Migrada,CSV historico,,,,,,
P0120-1,120,Wicked,Jon M. Chu,2024,USA/UK,2026-10-10,2025,No,Migrada,CSV historico,,,,,,
P0121-1,121,Scott Pilgrim,Edgar Wright,2010,USA,2026-10-11,2025,No,Migrada,CSV historico,,,,,,
P0122-3,122,The last boy scout,Tony Scott,1991,USA,2026-10-12,2025,Si,Migrada,CSV historico,,,,,,
P0123-1,123,Last action hero,John McTiernan,1993,USA,2026-10-14,2025,No,Migrada,CSV historico,,,,,,
P0124-1,124,Bedazzled,Harold Ramis,2000,USA,2026-10-17,2025,No,Migrada,CSV historico,,,,,,
P0125-1,125,Borat,Larry Charles,2006,USA,2026-10-17,2025,No,Migrada,CSV historico,,,,,,
P0126-1,126,Liar liar,Tom Shadyac,1997,USA,2026-10-18,2025,No,Migrada,CSV historico,,,,,,
P0127-1,127,Tango y cash,"Andréi Konchalovski, Albert Magnoli",1989,USA,2026-10-19,2025,No,Migrada,CSV historico,,,,,,
P0128-1,128,The long walk,Francis Lawrence,2025,USA,2026-10-25,2025,No,Migrada,CSV historico,,,,,,
P0129-1,129,Elephant,Gus Van Sant,2003,USA,2026-10-25,2025,No,Migrada,CSV historico,,,,,,
P0130-1,130,The abominable Dr Phibes,Robert Fuest,1971,UK,2026-10-27,2025,No,Migrada,CSV historico,,,,,,
P0131-1,131,The perfect neighbor,Geeta Gandbhir,2025,USA,2026-10-30,2025,No,Migrada,CSV historico,,,,,,
P0132-2,132,Demolition Man,Marco Brambilla,1993,USA,2026-10-31,2025,Si,Migrada,CSV historico,,,,,,
P0133-1,133,Terrifier 3,Damien Leone,2024,USA,2026-11-01,2025,No,Migrada,CSV historico,,,,,,
P0134-3,134,Relatos salvajes,Damián Szifron,2014,Argentina,2026-11-02,2025,Si,Migrada,CSV historico,,,,,,
P0135-1,135,Falling down,Joel Schumacher,1993,USA,2026-11-06,2025,No,Migrada,CSV historico,,,,,,
P0136-1,136,The ugly stepsister,Emilie Blichfeldt,2025,Noruega/Polonia/Suecia/Dinamarca,2026-11-07,2025,No,Migrada,CSV historico,,,,,,
P0137-2,137,Un oso rojo,Adrián Caetano,2002,Argentina,2026-11-08,2025,Si,Migrada,CSV historico,,,,,,
P0138-1,138,Trouble every day,Claire Denis,2001,Francia,2026-11-11,2025,No,Migrada,CSV historico,,,,,,
P0139-1,139,This Is spinal tap,Rob Reiner,1984,USA,2026-11-12,2025,No,Migrada,CSV historico,,,,,,
P0140-1,140,The girl with de needle,Magnus von Horn,2024,Dinamarca,2026-11-14,2025,No,Migrada,CSV historico,,,,,,
P0141-1,141,The big wedding,Justin Zackham,2013,USA,2026-11-15,2025,No,Migrada,CSV historico,,,,,,
P0142-1,142,Spinal tap II The end continúes,Rob Reiner,2025,USA,2026-11-16,2025,No,Migrada,CSV historico,,,,,,
P0143-1,143,Corazón de león,Marcos Carnevale,2013,Argentina,2026-11-16,2025,No,Migrada,CSV historico,,,,,,
P0144-1,144,Supersize me,Morgan Spurlock,2004,USA,2026-11-17,2025,No,Migrada,CSV historico,,,,,,
P0145-1,145,Nobody 2,Timo Tjahjanto,2025,USA,2026-11-20,2025,No,Migrada,CSV historico,,,,,,
P0146-1,146,27 noches,Daniel Hendler,2025,Argentina,2026-11-21,2025,No,Migrada,CSV historico,,,,,,
P0147-1,147,A man called Otto,Marc Forster,2023,USA,2026-11-22,2025,No,Migrada,CSV historico,,,,,,
P0148-1,148,El secreto de sus ojos,Juan José Campanella,2009,Argentina,2026-11-23,2025,No,Migrada,CSV historico,,,,,,
P0149-1,149,Muertos de risa,Álex de la Iglesia,1999,España,2026-11-27,2025,No,Migrada,CSV historico,,,,,,
P0150-1,150,Tóxic avenger,"Lloyd Kaufman, Michael Herz",1984,USA,2026-11-28,2025,No,Migrada,CSV historico,,,,,,
P0151-1,151,Children of men,Alfonso Cuarón,2006,USA,2026-11-29,2025,No,Migrada,CSV historico,,,,,,
P0152-1,152,Dog eat dog,Paul Schrader,2016,USA,2026-11-30,2025,No,Migrada,CSV historico,,,,,,
P0153-1,153,Richie Rich,Donald Petrie,1994,USA,2026-11-30,2025,No,Migrada,CSV historico,,,,,,
P0154-1,154,9 auras,Mariano Frigerio,2025,Argentina,2026-12-03,2025,No,Migrada,CSV historico,,,,,,
P0155-2,155,The other guys,Adam McKay,2010,USA,2026-12-04,2025,Si,Migrada,CSV historico,,,,,,
P0156-1,156,Frankestein,Guillermo del Toro,2025,USA,2026-12-06,2025,No,Migrada,CSV historico,,,,,,
P0157-1,157,The tóxic Avenger,Macon Blair,2023,USA,2026-12-07,2025,No,Migrada,CSV historico,,,,,,
P0158-1,158,The one i love,Charlie McDowell,2014,USA,2026-12-08,2025,No,Migrada,CSV historico,,,,,,
P0159-1,159,Pulse,Jim Sonzero,2006,USA,2026-12-08,2025,No,Migrada,CSV historico,,,,,,
P0160-2,160,Circle,"Mario Miscione,Aaron Hann",2015,USA,2026-12-09,2025,Si,Migrada,CSV historico,,,,,,
P0161-1,161,"Talladega Nights, The ballad of Ricky Bobby",Adam McKay,2006,USA,2026-12-09,2025,No,Migrada,CSV historico,,,,,,
P0162-1,162,Platoon,Oliver Stone,1986,USA,2026-12-10,2025,No,Migrada,CSV historico,,,,,,
P0163-2,163,Jackass 4.5,Jeff Tremaine,2022,USA,2026-12-13,2025,Si,Migrada,CSV historico,,,,,,
P0164-1,164,Straw dogs,Sam Peckinpah,1971,USA/UK,2026-12-14,2025,No,Migrada,CSV historico,,,,,,
P0165-1,165,Snakes on a plane,David R. Ellis,2006,USA,2026-12-17,2025,No,Migrada,CSV historico,,,,,,
P0166-2,166,21 Jump street,"Phil Lord, Christopher Miller",2012,USA,2026-12-19,2025,Si,Migrada,CSV historico,,,,,,
P0167-1,167,Mars attack,Tim Burton,1996,USA,2026-12-20,2025,No,Migrada,CSV historico,,,,,,
P0168-1,168,The great flood,Kim Byeong-u,2025,Corea del sur,2026-12-20,2025,No,Migrada,CSV historico,,,,,,
P0169-1,169,The naked gun,Akiva Schaffer,2025,USA,2026-12-21,2025,No,Migrada,CSV historico,,,,,,
P0170-1,170,Anaconda,Luis Llosa,1997,USA,2026-12-23,2025,Si,Migrada,CSV historico,,,,,,
P0171-1,171,Scary movie,Keenen Ivory Wayans,2000,USA,2026-12-24,2025,No,Migrada,CSV historico,,,,,,
P2026-001,1,Bring Her Back,"Danny Philippou, Michael Philippou",2025,Australia,2026-01-04,2026,Si,Aprobada,CSV historico,,,,,,
P2026-002,2,Find Me Guilty,Sidney Lumet,2006,USA,2026-01-05,2026,No,Aprobada,CSV historico,,,,,,
P2026-003,3,The Cabin in the Woods,Drew Goddard,2012,USA,2026-01-06,2026,Si,Aprobada,CSV historico,,,,,,
P2026-004,4,Incendies,Denis Villeneuve,2010,Canadá,2026-01-07,2026,No,Aprobada,CSV historico,,,,,,
P2026-005,5,The Life of Chuck,Mike Flanagan,2024,USA,2026-01-08,2026,No,Aprobada,CSV historico,,,,,,
P2026-006,6,Clown in a Cornfield,Eli Craig,2025,USA,2026-01-10,2026,No,Aprobada,CSV historico,,,,,,
P2026-007,7,Leap Year,James Cruze,1921,USA ,2026-01-16,2026,No,Aprobada,CSV historico,,,,,,
P2026-008,8,The Ladykillers,"Joel Coen, Ethan Coen",2004,USA,2026-01-18,2026,No,Aprobada,CSV historico,,,,,,
P2026-009,9,La virgen de la tosquera,Laura Casabé,2025,Argentina,2026-01-21,2026,No,Aprobada,CSV historico,,,,,,
P2026-010,10,Ballerina (From the World of John Wick),Len Wiseman,2025,USA,2026-01-24,2026,No,Aprobada,CSV historico,,,,,,
P2026-011,11,Acto de violencia en una joven periodista,Manuel Lamas,1988,Uruguay,2026-01-24,2026,No,Aprobada,CSV historico,,,,,,
P2026-012,12,Sisu: Road to Revenge,Jalmari Helander,2025,Finlandia,2026-01-25,2026,No,Aprobada,CSV historico,,,,,,
P2026-013,13,Soft & Quiet,Beth de Araújo,2022,USA,2026-01-25,2026,No,Aprobada,CSV historico,,,,,,
P2026-014,14,Las barras bravas,Enrique Carreras,1985,Argentina,2026-01-26,2026,No,Aprobada,CSV historico,,,,,,
P2026-015,15,Los payasos,"Lucas Bucci, Tomás Sposato",2019,Argentina,2026-01-27,2026,No,Aprobada,CSV historico,,,,,,
P2026-016,16,El secreto de Marrowbone,Sergio G. Sánchez,2017,España,2026-01-27,2026,No,Aprobada,CSV historico,,,,,,
P2026-017,17,Possession,Andrzej Żuławski,1981,Francia / Alemania Occidental,2026-01-28,2026,No,Aprobada,CSV historico,,,,,,
P2026-018,18,Bugonia,Yorgos Lanthimos,2025,USA / Reino Unido,2026-01-29,2026,No,Aprobada,CSV historico,,,,,,
P2026-019,19,Tusk,Kevin Smith,2014,USA,2026-01-31,2026,No,Aprobada,CSV historico,,,,,,
P2026-020,20,El coso,Néstor Frenkel,2022,Argentina,2026-02-02,2026,No,Aprobada,CSV historico,,,,,,
P2026-021,21,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,1995,USA,2026-02-03,2026,No,Aprobada,CSV historico,,,,,,
P2026-022,22,Lamb,Valdimar Jóhannsson,2021,Islandia,2026-02-04,2026,No,Aprobada,CSV historico,,,,,,
P2026-023,23,Tiempo de pagar,Felipe Wein,2024,Argentina,2026-02-05,2026,No,Aprobada,CSV historico,,,,,,
P2026-024,24,Crimewave,Sam Raimi,1985,USA,2026-02-06,2026,No,Aprobada,CSV historico,,,,,,
P2026-025,25,Black Sheep,Jonathan King,2006,Nueva Zelanda,2026-02-07,2026,No,Aprobada,CSV historico,,,,,,
P2026-026,26,"Me, Myself & Irene","Bobby Farrelly, Peter Farrelly",2000,USA,2026-02-08,2026,No,Aprobada,CSV historico,,,,,,
P2026-027,27,Becoming Led Zeppelin,Bernard MacMahon,2025,Reino Unido / USA,2026-02-09,2026,No,Aprobada,CSV historico,,,,,,
P2026-028,28,Raising Arizona,"Joel Coen, Ethan Coen",1987,USA,2026-02-10,2026,No,Aprobada,CSV historico,,,,,,
P2026-029,29,The Amateur,James Hawes,2025,USA / Reino Unido,2026-02-12,2026,No,Aprobada,CSV historico,,,,,,
P2026-030,30,Boys Don't Cry,Kimberly Peirce,1999,USA,2026-02-17,2026,No,Aprobada,CSV historico,,,,,,
P2026-031,31,"Un peso, un dólar",Gabriel Condron,2007,Argentina,2026-02-18,2026,No,Aprobada,CSV historico,,,,,,
P2026-032,32,Pieces (Mil gritos tiene la noche),Juan Piquer Simón,1982,España,2026-02-19,2026,No,Aprobada,CSV historico,,,,,,
P2026-033,33,Evil Dead II,Sam Raimi,1987,USA,2026-02-21,2026,No,Aprobada,CSV historico,,,,,,
P2026-034,34,Ford v Ferrari,James Mangold,2019,USA,2026-02-22,2026,No,Aprobada,CSV historico,,,,,,
P2026-035,35,O Agente Secreto,Kleber Mendonça Filho,2025,Brasil,2026-02-23,2026,No,Aprobada,CSV historico,,,,,,
P2026-036,36,La vida útil,Federico Veiroj,2010,Uruguay,2026-02-24,2026,No,Aprobada,CSV historico,,,,,,
P2026-037,37,The Smashing Machine,Benny Safdie,2025,USA,2026-02-25,2026,No,Aprobada,CSV historico,,,,,,
P2026-038,38,Todo el año es Navidad,Néstor Frenkel,2018,Argentina,2026-02-26,2026,Si,Aprobada,CSV historico,,,,,,
P2026-039,39,Gattaca,Andrew Niccol,1997,USA,2026-02-27,2026,No,Aprobada,CSV historico,,,,,,
P2026-040,40,Nighthawks,Bruce Malmuth,1981,USA,2026-02-28,2026,No,Aprobada,CSV historico,,,,,,
P2026-041,41,The Thing,John Carpenter,1982,USA,2026-02-28,2026,Si,Aprobada,CSV historico,,,,,,
P2026-042,42,Sex Tape,Jake Kasdan,2014,USA,2026-03-01,2026,No,Aprobada,CSV historico,,,,,,
P2026-043,43,Office Space,Mike Judge,1999,USA,2026-03-01,2026,No,Aprobada,CSV historico,,,,,,
P2026-044,44,Kill Bill: The Whole Bloody Affair,Quentin Tarantino,2011,USA,2026-03-03,2026,No,Aprobada,CSV historico,,,,,,
P2026-045,45,The NeverEnding Story,Wolfgang Petersen,1984,Alemania Occidental / USA,2026-03-05,2026,No,Aprobada,CSV historico,,,,,,
P2026-046,46,Chicos ricos,Mariano Galperín,2000,Argentina,2026-03-06,2026,No,Aprobada,CSV historico,,,,,,
P2026-047,47,Good Fortune,Aziz Ansari,2025,USA,2026-03-07,2026,No,Aprobada,CSV historico,,,,,,
P2026-048,48,Battle of the Sexes,"Jonathan Dayton, Valerie Faris",2017,USA / Reino Unido,2026-03-07,2026,No,Aprobada,CSV historico,,,,,,
P2026-049,49,Ghostbusters,Ivan Reitman,1984,USA,2026-03-07,2026,No,Aprobada,CSV historico,,,,,,
P2026-050,50,Redux Redux,"Kevin McManus, Matthew McManus",2025,USA,2026-03-08,2026,No,Aprobada,CSV historico,,,,,,
