id,numero,titulo,director,anio_estreno,pais_origen,fecha_vista,anio_visto,es_revisionado,estado_enriquecimiento,fuente,genero,animo,sinopsis,poster_url,rating_externo,notas_ia
P0034-1,34,Isi Disi,Chema de la Peña,2004,España,2022-02-27,2021,No,Migrada,CSV historico,,,,,,
P0035-1,35,Mad Max fury road,George Miller,2015,Australia,2022-02-28,2021,No,Migrada,CSV historico,,,,,,
P0036-1,36,Eating Raoul,Paul Bartel,1982,USA,2022-02-28,2021,Si,Migrada,CSV historico,,,,,,
P0037-1,37,Biggie: i got a story to tell,Emmett Malloy,2021,USA,2022-03-02,2021,No,Migrada,CSV historico,,,,,,
P0038-1,38,Boxcar Bertha,Martin Scorsese,1972,USA,2022-03-05,2021,No,Migrada,CSV historico,,,,,,
P0039-1,39,Todo sobre mi madre,Pedro Almodovar,1999,España,2022-03-07,2021,No,Migrada,CSV historico,,,,,,
P0040-1,40,The karate kid,John G. Avildsen,1984,USA,2022-03-09,2021,No,Migrada,CSV historico,,,,,,
P0041-1,41,Tenet,Christopher Nolan,2020,USA,2022-03-11,2021,No,Migrada,CSV historico,,,,,,
P0042-1,42,Tiempo de revancha,Adolfo Aristarain,1981,Argentina,2022-03-12,2021,No,Migrada,CSV historico,,,,,,
P0043-2,43,Shaun of the dead,Edgar Wright,2004,UK,2022-03-13,2021,Si,Migrada,CSV historico,,,,,,
P0044-2,44,Kill Bill,Quentin Tarantino,2003,USA,2022-03-18,2021,Si,Migrada,CSV historico,,,,,,
P0045-1,45,The bridge,Eric Steel,2006,USA,2022-03-19,2021,No,Migrada,CSV historico,,,,,,
P0046-2,46,Kill Bill II,Quentin Tarantino,2004,USA,2022-03-20,2021,Si,Migrada,CSV historico,,,,,,
P0047-1,47,Hot fuzz,Edgar Wright,2007,UK,2022-03-21,2021,No,Migrada,CSV historico,,,,,,
P0048-1,48,Ricky Espinosa: el documental,Juan Pablo Duarte,2015,Argentina,2022-03-22,2021,No,Migrada,CSV historico,,,,,,
P0049-1,49,Super size me 2,Morgan Spurlock,2017,USA,2022-03-24,2021,No,Migrada,CSV historico,,,,,,
P0050-1,50,Todo el año es navidad,Néstor Frenkel,2018,Argentina,2022-04-07,2021,Si,Migrada,CSV historico,,,,,,
P0051-1,51,Los visionadores,Néstor Frenkel,2021,Argentina,2022-04-08,2021,No,Migrada,CSV historico,,,,,,
P0052-1,52,Straight outta compton,F. Gary Gray,2015,USA,2022-04-09,2021,No,Migrada,CSV historico,,,,,,
P0053-1,53,Boyz in the hood,John Singleton,1991,USA,2022-04-10,2021,No,Migrada,CSV historico,,,,,,
P0054-1,54,Saving private Ryan,Steven Spielberg,1998,USA,2022-04-14,2021,No,Migrada,CSV historico,,,,,,
P0055-1,55,Hostel,Eli Roth,2005,USA,2022-04-17,2021,No,Migrada,CSV historico,,,,,,
P0056-1,56,The purge,James DeMonaco,2013,USA,2022-04-18,2021,No,Migrada,CSV historico,,,,,,
P0057-2,57,The brothers Grimsby,Louis Leterrier,2016,UK/USA,2022-04-19,2021,Si,Migrada,CSV historico,,,,,,
P0058-1,58,The father,Florian Zeller,2021,UK/Francia,2022-04-20,2021,No,Migrada,CSV historico,,,,,,
P0059-1,59,Hillbilly elegy,Ron Howard,2020,USA,2022-04-21,2021,No,Migrada,CSV historico,,,,,,
P0060-1,60,Promising young woman,Emerald Fennell,2020,USA,2022-04-22,2021,Si,Migrada,CSV historico,,,,,,
P0061-1,61,Nomadland,Chloé Zhao,2020,USA,2022-04-23,2021,No,Migrada,CSV historico,,,,,,
P0062-1,62,Judas and the black messias,Shaka King,2021,USA,2022-04-24,2021,No,Migrada,CSV historico,,,,,,
P0063-1,63,Minari,Lee Isaac Chung,2021,USA,2022-04-25,2021,No,Migrada,CSV historico,,,,,,
P0064-1,64,Nobody,Ilya Naishuller,2021,USA,2022-05-01,2021,Si,Migrada,CSV historico,,,,,,
P0065-2,65,Reservoir dogs,Quentin Tarantino,1992,USA,2022-05-07,2021,Si,Migrada,CSV historico,,,,,,
P0066-1,66,Piranha 3D,"Alexandre Aja, John Gulager",2010,USA,2022-05-08,2021,No,Migrada,CSV historico,,,,,,
P0067-1,67,Ghost,Jerry Zucker,1990,USA,2022-05-09,2021,No,Migrada,CSV historico,,,,,,
P0068-2,68,Mortal Kombat,Simon McQuoid,2021,USA,2022-05-10,2021,Si,Migrada,CSV historico,,,,,,
P0069-1,69,Catch me if you can,Steven Spielberg,2002,USA,2022-05-11,2021,No,Migrada,CSV historico,,,,,,
P0070-1,70,Gangs of New York,Martin Scorsese,2002,USA,2022-05-12,2021,No,Migrada,CSV historico,,,,,,
P0071-1,71,There will be blood,Paul Thomas Anderson,2007,USA,2022-05-13,2021,No,Migrada,CSV historico,,,,,,
P0072-1,72,Willys wonderland,Kevin Lewis,2021,USA,2022-05-14,2021,No,Migrada,CSV historico,,,,,,
P0073-1,73,Escape from Pretoria,Francis Annan,2020,Australia,2022-05-15,2021,No,Migrada,CSV historico,,,,,,
P0074-1,74,The vvitch,Robert Eggers,2015,USA/Canada,2022-05-15,2021,No,Migrada,CSV historico,,,,,,
P0075-1,75,Army of the dead,Zack Snyder,2021,USA,2022-05-21,2021,No,Migrada,CSV historico,,,,,,
P0076-1,76,Brockeback Montain,Ang Lee,2006,USA,2022-05-22,2021,No,Migrada,CSV historico,,,,,,
P0077-1,77,Love actually,Richard Curtis,2003,USA,2022-05-23,2021,No,Migrada,CSV historico,,,,,,
P0078-1,78,Violation,"Madeleine Sims-Fewer, Dusty Mancinelli",2020,Canada,2022-06-01,2021,No,Migrada,CSV historico,,,,,,
P0079-1,79,Spiral,Darren Lynn Bousman,2021,USA,2022-06-05,2021,No,Migrada,CSV historico,,,,,,
P0080-1,80,Seance,Simon Barrett,2021,USA,2022-06-13,2021,No,Migrada,CSV historico,,,,,,
P0081-1,81,The salesman,Asghar Farhadi,2016,Iran,2022-06-17,2021,No,Migrada,CSV historico,,,,,,
P0082-4,82,John Wick,Chad Stahelski,2014,USA,2022-06-19,2021,Si,Migrada,CSV historico,,,,,,
P0083-1,83,Wrath of man,Guy Ritchie,2021,UK,2022-06-25,2021,No,Migrada,CSV historico,,,,,,
P0084-1,84,Implosion,Van der Couter,2021,Argentina,2022-06-26,2021,No,Migrada,CSV historico,,,,,,
P0085-1,85,La clásica historia de terror​,Roberto De Feo,2021,Italia,2022-07-19,2021,No,Migrada,CSV historico,,,,,,
P0086-1,86,American graffiti,George Lucas,1973,USA,2022-07-22,2021,Si,Migrada,CSV historico,,,,,,
P0087-1,87,Targets,Peter Bogdanovich,1968,USA,2022-07-23,2021,No,Migrada,CSV historico,,,,,,
P0088-1,88,The wretched,"Brett Pierce, Drew T. Pierce",2019,USA,2022-07-24,2021,No,Migrada,CSV historico,,,,,,
P0089-1,89,Pig,Michael Sarnoski,2021,USA,2022-07-25,2021,No,Migrada,CSV historico,,,,,,
P0090-1,90,An american pickle,"Brandon Trost, Dylan Meyer",2020,USA,2022-07-26,2021,No,Migrada,CSV historico,,,,,,
P0091-1,91,Blood diamond,Edward Zwick,2006,USA,2022-07-27,2021,No,Migrada,CSV historico,,,,,,
P0092-1,92,The last boy scout,Tony Scott,1991,USA,2022-07-28,2021,Si,Migrada,CSV historico,,,,,,
P0093-1,93,Godzilla vs Kong,Adam Wingard,2021,USA,2022-07-29,2021,No,Migrada,CSV historico,,,,,,
P0094-1,94,Beware the slenderman,Irene Taylor Brodsky,2016,USA,2022-07-30,2021,No,Migrada,CSV historico,,,,,,
P0095-1,95,The king of Staten Island,Judd Apatow,2020,USA,2022-08-01,2021,No,Migrada,CSV historico,,,,,,
P0096-1,96,J edgar,Clint Eastwood,2011,USA,2022-08-04,2021,No,Migrada,CSV historico,,,,,,
P0097-1,97,Cemento - El documental,Lisandro Carcavallo,2017,Argentina,2022-08-05,2021,No,Migrada,CSV historico,,,,,,
P0098-1,98,Sucio y desprolijo: el heavy metal en Argentina,"Paula Alvarez, Lucas Lot Calabró",2015,Argentina,2022-08-05,2021,No,Migrada,CSV historico,,,,,,
P0099-1,99,Woodstock 99,Garret Price,2021,USA,2022-08-07,2021,No,Migrada,CSV historico,,,,,,
P0100-1,100,Blow,Ted Demme,2001,USA,2022-08-08,2021,No,Migrada,CSV historico,,,,,,
P0101-1,101,The wizard of Oz,Victor Fleming,1938,USA,2022-08-11,2021,No,Migrada,CSV historico,,,,,,
P0102-1,102,Four brothers,John Singleton,2005,USA,2022-08-14,2021,Si,Migrada,CSV historico,,,,,,
P0103-2,103,Dog day afternoon,Sidney Lumet,1975,USA,2022-08-17,2021,Si,Migrada,CSV historico,,,,,,
P0104-1,104,space jam 2,Malcolm D. Lee,2021,USA,2022-08-19,2021,No,Migrada,CSV historico,,,,,,
P0105-1,105,Druk,Thomas Vinterberg,2020,Dinamarca,2022-08-21,2021,Si,Migrada,CSV historico,,,,,,
P0106-1,106,Unpregnant,Rachel Lee Goldenberg,2020,USA,2022-08-23,2021,No,Migrada,CSV historico,,,,,,
P0107-2,107,Diego Maradona,Asif Kapadia,2019,UK,2022-08-24,2021,Si,Migrada,CSV historico,,,,,,
P0108-1,108,Number 23,Joel Schumacher,2007,USA,2022-08-26,2021,No,Migrada,CSV historico,,,,,,
P0109-1,109,The rope,Alfred Hitchcock,1948,USA,2022-09-03,2021,No,Migrada,CSV historico,,,,,,
P0110-1,110,Locke,Steven Knight,2013,UK,2022-09-04,2021,No,Migrada,CSV historico,,,,,,
P0111-2,111,Us,Jordan Peele,2019,USA,2022-09-09,2021,Si,Migrada,CSV historico,,,,,,
P0112-1,112,Kate,Cedric Nicolas-Troyan,2021,USA,2022-09-13,2021,No,Migrada,CSV historico,,,,,,
P0113-1,113,Vampires,John Carpente,1998,USA,2022-09-16,2021,No,Migrada,CSV historico,,,,,,
P0114-1,114,Crank,"Mark Neveldine, Brian Taylor",2006,USA,2022-09-18,2021,No,Migrada,CSV historico,,,,,,
P0115-1,115,Ransom,Ron Howard,1996,USA,2022-09-23,2021,No,Migrada,CSV historico,,,,,,
P0116-1,116,Indecent Proposal,Adrian Lyne,1993,USA,2022-09-25,2021,No,Migrada,CSV historico,,,,,,
P0117-1,117,Crank 2,"Mark Neveldine, Brian Taylor",2009,USA,2022-09-27,2021,No,Migrada,CSV historico,,,,,,
P0118-1,118,Britney vs Spears,Erin Lee Carr,2021,USA,2022-09-30,2021,No,Migrada,CSV historico,,,,,,
P0119-1,119,Old,M. Night Shyamalan,2021,USA,2022-10-03,2021,No,Migrada,CSV historico,,,,,,
P0120-1,120,Demolition man,Marco Brambilla,1993,USA,2022-10-04,2021,Si,Migrada,CSV historico,,,,,,
P0121-2,121,The Hunt,Craig Zobel,2020,USA,2022-10-05,2021,Si,Migrada,CSV historico,,,,,,
P0122-1,122,Battle Royale,Kinji Fukasaku,2000,Japon,2022-10-06,2021,No,Migrada,CSV historico,,,,,,
P0123-2,123,A quiet place,John Krasinski,2018,USA,2022-10-08,2021,Si,Migrada,CSV historico,,,,,,
P0124-1,124,A quien place 2,John Krasinski,2021,USA,2022-10-09,2021,No,Migrada,CSV historico,,,,,,
P0125-1,125,Rush,Ron Howard,2013,USA,2022-10-11,2021,No,Migrada,CSV historico,,,,,,
P0126-1,126,Battle royale 2,"Kinji Fukasaku, Kenta Fukasaku",2003,Japon,2022-10-13,2021,No,Migrada,CSV historico,,,,,,
P0127-1,127,Malignant,James Wan,2021,USA,2022-10-15,2021,No,Migrada,CSV historico,,,,,,
P0128-1,128,Historia de lo oculto,Cristian Jesús Ponce,2020,Argentina,2022-10-16,2021,No,Migrada,CSV historico,,,,,,
P0129-1,129,Little shop of horrors,Frank Oz,1986,USA,2022-10-18,2021,No,Migrada,CSV historico,,,,,,
P0130-1,130,Scream,Wes Craven,1996,USA,2022-10-25,2021,No,Migrada,CSV historico,,,,,,
P0131-1,131,Scream 2,Wes Craven,1997,USA,2022-10-26,2021,No,Migrada,CSV historico,,,,,,
P0132-1,132,Scream 3,Wes Craven,2000,USA,2022-10-27,2021,No,Migrada,CSV historico,,,,,,
P0133-1,133,Scream 4,Wes Craven,2011,USA,2022-10-30,2021,No,Migrada,CSV historico,,,,,,
P0134-1,134,Cry macho,Clint Eastwood,2021,USA,2022-11-01,2021,No,Migrada,CSV historico,,,,,,
P0135-1,135,Inception,Christopher Nolan,2010,USA,2022-11-05,2021,No,Migrada,CSV historico,,,,,,
P0136-1,136,211.0,York Shackleton,2018,USA,2022-11-15,2021,No,Migrada,CSV historico,,,,,,
P0137-1,137,Kundun,Martin Scorsese,1997,USA/Monaco/Marruecos,2022-11-17,2021,No,Migrada,CSV historico,,,,,,
P0138-1,138,Titane,Julia Ducournau,2021,Francia,2022-11-20,2021,No,Migrada,CSV historico,,,,,,
P0139-1,139,The shawshank redemption,Frank Darabont,1994,USA,2022-11-21,2021,No,Migrada,CSV historico,,,,,,
P0140-1,140,Vivarium,Lorcan Finnegan,2019,USA,2022-11-22,2021,No,Migrada,CSV historico,,,,,,
P0141-1,141,White boy Rick,Yann Demange,2018,USA,2022-11-23,2021,No,Migrada,CSV historico,,,,,,
P0142-1,142,Oxygen,Alexandre Aja,2021,Francia,2022-11-30,2021,No,Migrada,CSV historico,,,,,,
P0143-1,143,Out of thin air,Dylan Howitt,2017,USA,2022-12-04,2021,No,Migrada,CSV historico,,,,,,
P0144-1,144,Benedetta,Paul Verhoeven,2021,Francia,2022-12-05,2021,No,Migrada,CSV historico,,,,,,
P0145-1,145,"Dragon ball z, la batalla de los dioses",Masahiro Hosoda,2013,Japon,2022-12-06,2021,No,Migrada,CSV historico,,,,,,
P0146-1,146,Coherence,James Ward Byrkit,2013,USA,2022-12-08,2021,No,Migrada,CSV historico,,,,,,
P0147-1,147,Guns akimbo,Jason Lei Howden,2019,USA,2022-12-20,2021,No,Migrada,CSV historico,,,,,,
P0148-1,148,The innocents,Eskil Vogt,2021,Noruega,2022-12-25,2021,No,Migrada,CSV historico,,,,,,
P0001-1,1,16 Blocks,Richard Donner,2006,USA,2022-01-01,2022,Si,Migrada,CSV historico,,,,,,
P0002-1,2,Dont look up,Adam McKay,2021,USA,2022-01-02,2022,No,Migrada,CSV historico,,,,,,
P0003-1,3,Cobra,George P. Cosmatos,1986,USA,2022-01-10,2022,No,Migrada,CSV historico,,,,,,
P0004-1,4,Springbreakers,Harmony Korine,2012,USA,2022-01-20,2022,No,Migrada,CSV historico,,,,,,
P0005-1,5,I love you man,John Hamburg,2009,USA,2022-01-23,2022,No,Migrada,CSV historico,,,,,,
P0006-1,6,Fue la mano de Dios,Paolo Sorrentino,2021,Italia,2022-01-24,2022,No,Migrada,CSV historico,,,,,,
P0007-1,7,Taken,Pierre Morel,2008,Francia,2022-01-25,2022,No,Migrada,CSV historico,,,,,,
P0008-2,8,Nobody,Ilya Naishuller,2021,USA,2022-01-26,2022,Si,Migrada,CSV historico,,,,,,
P0009-1,9,Pleasure,Ninja Thyberg,2021,Suecia/Holanda/Francia,2022-01-28,2022,No,Migrada,CSV historico,,,,,,
P0010-1,10,Taken 2,Olivier Megaton,2012,Francia,2022-01-30,2022,No,Migrada,CSV historico,,,,,,
P0011-2,11,Alive,Il Cho,2020,Corea del sur,2022-01-31,2022,Si,Migrada,CSV historico,,,,,,
P0012-1,12,Comodines,Jorge Nisco,1997,Argentina,2022-02-01,2022,No,Migrada,CSV historico,,,,,,
P0013-1,13,"Train to busan, peninsule",Yeon Sang-ho,2020,Corea del sur,2022-02-03,2022,No,Migrada,CSV historico,,,,,,
P0014-1,14,"Salo, o le 120 giornate Di sodoma",Pier Paolo Pasolini,1975,Italia,2022-02-05,2022,No,Migrada,CSV historico,,,,,,
P0015-1,15,Machete,Robert Rodríguez,2010,USA,2022-02-06,2022,No,Migrada,CSV historico,,,,,,
P0016-1,16,King Richard,Reinaldo Marcus Green,2021,USA,2022-02-11,2022,No,Migrada,CSV historico,,,,,,
P0017-1,17,Dune part 1,Denis Villeneuve,2021,USA/Hungria/Canada/UK,2022-02-12,2022,No,Migrada,CSV historico,,,,,,
P0018-1,18,Texas Chainsaw Massacre,David Blue Garcia,2022,USA,2022-02-23,2022,No,Migrada,CSV historico,,,,,,
P0019-1,19,Tick tick... boom,Lin-Manuel Miranda,2021,USA,2022-02-25,2022,No,Migrada,CSV historico,,,,,,
P0020-1,20,Scream 5,Matt Bettinelli-Olpin y Tyler Gillett,2022,USA,2022-02-26,2022,No,Migrada,CSV historico,,,,,,
P0021-1,21,Madres paralelas,Pedro Almodovar,2021,España,2022-02-27,2022,No,Migrada,CSV historico,,,,,,
P0022-2,22,The Godfather,Francis Ford Coppola,1972,USA,2022-03-01,2022,Si,Migrada,CSV historico,,,,,,
P0023-1,23,Licorice Pizza,Paul Thomas Anderson,2021,USA,2022-03-04,2022,Si,Migrada,CSV historico,,,,,,
P0024-1,24,Carne tremula,Pedro Almodovar,1997,España,2022-03-05,2022,No,Migrada,CSV historico,,,,,,
P0025-1,25,El metodo,Marcelo Piñeyro,2005,Argentina/España,2022-03-10,2022,No,Migrada,CSV historico,,,,,,
P0026-1,26,Prisoners,Denis Villeneuve,2013,USA,2022-03-11,2022,No,Migrada,CSV historico,,,,,,
P0027-1,27,The power of the dog,Jane Campion,2021,USA,2022-03-11,2022,No,Migrada,CSV historico,,,,,,
P0028-1,28,Kika,Pedro Almodovar,1993,España,2022-03-15,2022,No,Migrada,CSV historico,,,,,,
P0029-1,29,West side story,Steven Spielberg,2021,USA,2022-03-20,2022,No,Migrada,CSV historico,,,,,,
P0030-1,30,Coda,Siân Héder,2021,USA/Francia/Canada,2022-03-21,2022,No,Migrada,CSV historico,,,,,,
P0031-1,31,Nightmare Alley,Guillermo Del Toro,2021,USA,2022-03-23,2022,No,Migrada,CSV historico,,,,,,
P0032-1,32,Windfall,Charlie McDowell,2022,USA,2022-03-24,2022,No,Migrada,CSV historico,,,,,,
P0033-1,33,Drive My Car,Ryūsuke Hamaguchi,2021,Japon,2022-03-25,2022,No,Migrada,CSV historico,,,,,,
P0034-3,34,Pulp Fiction,Quentin Tarantino,1994,USA,2022-03-30,2022,Si,Migrada,CSV historico,,,,,,
P0035-1,35,Dont breathe 2,Rodo Sayagues,2021,USA,2022-03-31,2022,No,Migrada,CSV historico,,,,,,
P0036-1,36,The worst person in the world,Joachim Trier,2021,Noruega,2022-04-01,2022,No,Migrada,CSV historico,,,,,,
P0037-1,37,Granizo,Marcos Carnevale,2022,Argentina,2022-04-02,2022,No,Migrada,CSV historico,,,,,,
P0038-1,38,Before sunrise,Richard Linklater,1995,USA/Austria/Suiza,2022-04-03,2022,No,Migrada,CSV historico,,,,,,
P0039-1,39,Fresh,Mimi Cave,2022,USA,2022-04-08,2022,No,Migrada,CSV historico,,,,,,
P0040-1,40,Jackass forever,Jeff Tremaine,2022,USA,2022-04-09,2022,No,Migrada,CSV historico,,,,,,
P0041-1,41,White man cant jump,Ron Shelton,1992,USA,2022-04-10,2022,No,Migrada,CSV historico,,,,,,
P0042-1,42,Studio 666,BJ McDonnell,2022,USA,2022-04-11,2022,No,Migrada,CSV historico,,,,,,
P0043-1,43,Phone booth,Joel Schumacher,2003,USA,2022-04-12,2022,No,Migrada,CSV historico,,,,,,
P0044-1,44,El profugo,Natalia Meta,2020,Argentina,2022-04-15,2022,No,Migrada,CSV historico,,,,,,
P0045-2,45,John Wick 2,Chad Stahelski,2017,USA,2022-04-16,2022,Si,Migrada,CSV historico,,,,,,
P0046-1,46,X,Ti West,2022,USA,2022-04-19,2022,Si,Migrada,CSV historico,,,,,,
P0047-1,47,Dias de vinilo,Gabriel Nesci,2012,Argentina,2022-04-21,2022,No,Migrada,CSV historico,,,,,,
P0048-1,48,A Score to Settle,Shawn Ku,2019,USA,2022-04-25,2022,No,Migrada,CSV historico,,,,,,
P0049-2,49,Creed 2,Steven Caple Jr.,2018,USA,2022-05-07,2022,Si,Migrada,CSV historico,,,,,,
P0050-1,50,The Northman,Robert Eggers,2022,USA/Reino Unido,2022-05-16,2022,No,Migrada,CSV historico,,,,,,
P0051-1,51,Metal lords,Peter Sollett,2022,USA,2022-05-17,2022,No,Migrada,CSV historico,,,,,,
P0052-1,52,Riders of justice,Anders Thomas Jensen,2020,Dinamarca,2022-05-18,2022,No,Migrada,CSV historico,,,,,,
P0053-1,53,Sixth sense,M. Night Shyamalan,1999,USA,2022-05-24,2022,No,Migrada,CSV historico,,,,,,
P0054-1,54,El fotografo y el cartero,Alejandro Hartmann,2022,Argentina,2022-05-25,2022,No,Migrada,CSV historico,,,,,,
P0055-1,55,Airplane!,"David Zucker, Jerry Zucker, Jim Abrahams",1980,USA,2022-05-30,2022,No,Migrada,CSV historico,,,,,,
P0056-1,56,Chip n Dale: rescue rangers,Akiva Schaffer,2022,USA,2022-05-31,2022,No,Migrada,CSV historico,,,,,,
P0057-1,57,Jackass 4.5,Jeff Tremaine,2022,USA,2022-06-03,2022,Si,Migrada,CSV historico,,,,,,
P0058-1,58,"Girl, interrupted",James Mangold,2000,USA,2022-06-09,2022,No,Migrada,CSV historico,,,,,,
P0059-1,59,Up in smoke,"Tommy Chong, Lou Adler",1978,USA,2022-06-10,2022,No,Migrada,CSV historico,,,,,,
P0060-1,60,Hustle,Jeremiah Zagar,2022,USA,2022-06-17,2022,No,Migrada,CSV historico,,,,,,
P0061-1,61,The wailing,Na Hong-jin,2016,Corea del sur,2022-06-18,2022,No,Migrada,CSV historico,,,,,,
P0062-1,62,The unbeareable weight of massive talent,Tom Gormican,2022,USA,2022-06-19,2022,No,Migrada,CSV historico,,,,,,
P0063-1,63,Hard Target,John Woo,1993,USA,2022-06-21,2022,No,Migrada,CSV historico,,,,,,
P0064-1,64,Midnight in Paris,Woody Allen,2011,USA/España,2022-06-22,2022,No,Migrada,CSV historico,,,,,,
P0065-1,65,Beavis and butthead do the universe,"John Rice, Albert Calleros",2022,USA,2022-06-27,2022,No,Migrada,CSV historico,,,,,,
P0066-1,66,Halloweens kills,David Gordon Green,2021,USA,2022-06-28,2022,No,Migrada,CSV historico,,,,,,
P0067-1,67,House of 1000 corpses,Rob Zombie,2003,USA,2022-07-01,2022,Si,Migrada,CSV historico,,,,,,
P0068-1,68,The transporter,Louis Leterrier,2002,Francia,2022-07-02,2022,No,Migrada,CSV historico,,,,,,
P0069-1,69,28 days later,Danny Boyle,2002,Reino Unido,2022-07-04,2022,Si,Migrada,CSV historico,,,,,,
P0070-1,70,28 weeks later,Juan Carlos Fresnadillo,2007,Reino Unido,2022-07-05,2022,No,Migrada,CSV historico,,,,,,
P0071-1,71,Dawn of the deads,Zack Snyder,2004,USA,2022-07-08,2022,No,Migrada,CSV historico,,,,,,
P0072-1,72,Incantantion,Ke Mengrong,2022,Taiwan,2022-07-10,2022,No,Migrada,CSV historico,,,,,,
P0073-1,73,My daughters killer,Antoine Tassin,2022,USA,2022-07-12,2022,No,Migrada,CSV historico,,,,,,
P0074-1,74,Planet of the apes,Franklin J. Schaffner,1968,USA,2022-07-15,2022,No,Migrada,CSV historico,,,,,,
P0075-2,75,Jumanji,Joe Johnston,1995,USA,2022-07-16,2022,Si,Migrada,CSV historico,,,,,,
P0076-1,76,Crimes of the future,David Cronenberg,2022,Canada/Francia/Reino Unido/Grecia,2022-07-17,2022,No,Migrada,CSV historico,,,,,,
P0077-1,77,Halloween El inicio,Rob Zombie,2007,USA,2022-07-17,2022,No,Migrada,CSV historico,,,,,,
P0078-1,78,The fly,David Cronenberg,1986,USA,2023-07-18,2022,No,Migrada,CSV historico,,,,,,
P0079-1,79,The transporter 2,Louis Leterrier,2005,Francia/USA,2023-07-19,2022,No,Migrada,CSV historico,,,,,,
P0080-1,80,Beneath the planet of the apes,Ted Post,1970,USA,2023-07-20,2022,No,Migrada,CSV historico,,,,,,
P0081-1,81,Escape from planet of the apes,Don Taylor,1971,USA,2023-07-27,2022,No,Migrada,CSV historico,,,,,,
P0082-1,82,Conquest of the planet of the apes,J. Lee Thompson,1972,USA,2023-07-30,2022,No,Migrada,CSV historico,,,,,,
P0083-1,83,Battle for the planet of the apes,J. Lee Thompson,1973,USA,2023-07-31,2022,No,Migrada,CSV historico,,,,,,
P0084-2,84,Bachelor party,Neal Israel,1984,USA,2023-08-01,2022,Si,Migrada,CSV historico,,,,,,
P0085-1,85,Dude where is my car?,Danny Leiner,2000,USA,2023-08-02,2022,No,Migrada,CSV historico,,,,,,
P0086-1,86,La parte del Leon,Adolfo Aristarain,1978,Argentina,2023-08-03,2022,No,Migrada,CSV historico,,,,,,
P0087-1,87,Black swan,Darren Aronofsky,2010,USA,2023-08-05,2022,Si,Migrada,CSV historico,,,,,,
P0088-1,88,The island,Michael Bay,2005,USA,2023-08-07,2022,No,Migrada,CSV historico,,,,,,
P0089-2,89,The last boy scout,Tony Scott,1991,USA,2023-08-08,2022,Si,Migrada,CSV historico,,,,,,
P0090-2,90,The wolf of wall street,Martin Scorsese,2013,USA,2023-08-09,2022,Si,Migrada,CSV historico,,,,,,
P0091-1,91,Los ladrones,Matías Gueilburt,2022,Argentina,2023-08-20,2022,No,Migrada,CSV historico,,,,,,
P0092-1,92,Prey,Dan Trachtenberg,2022,USA,2023-08-23,2022,No,Migrada,CSV historico,,,,,,
P0093-1,93,Nope,Jordan Peele,2022,USA,2023-08-31,2022,No,Migrada,CSV historico,,,,,,
P0094-1,94,El sistema K. E. OP. / S,Nicolás Goldbart,2022,Argentina,2023-09-05,2022,No,Migrada,CSV historico,,,,,,
P0095-1,95,The many saints of newark,Alan Taylor,2021,USA,2023-09-17,2022,No,Migrada,CSV historico,,,,,,
P0096-2,96,Casino,Martin Scorsese,1995,USA,2023-09-22,2022,Si,Migrada,CSV historico,,,,,,
P0097-1,97,Carlitos way,Brian De Palma,1993,USA,2023-09-24,2022,No,Migrada,CSV historico,,,,,,
P0098-1,98,Labyrinth,Jim Henson,1996,USA/UK,2023-09-26,2022,No,Migrada,CSV historico,,,,,,
P0099-1,99,Once upon a time un Hollywood,Quentin Tarantino,2019,USA,2023-10-01,2022,No,Migrada,CSV historico,,,,,,
P0100-1,100,Argentina 1985,Santiago Mitre,2022,Argentina,2023-10-05,2022,No,Migrada,CSV historico,,,,,,
P0101-1,101,The Planet of The age 2001,Tim Burton,2001,USA,2023-10-06,2022,No,Migrada,CSV historico,,,,,,
P0102-1,102,The redeem team,Jon Weinbach,2022,USA,2023-10-07,2022,No,Migrada,CSV historico,,,,,,
P0103-1,103,La playa del amor,Adolfo Aristarain,1980,Argentina,2023-10-08,2022,No,Migrada,CSV historico,,,,,,
P0104-1,104,Hearts of darkness,"Fax Bahr, George Hickenlooper, Eleanor Coppola",1991,USA,2023-10-10,2022,No,Migrada,CSV historico,,,,,,
P0105-3,105,John Wick 3,Chad Stahelski,2019,USA,2023-10-22,2022,Si,Migrada,CSV historico,,,,,,
P0106-1,106,Barbarian,Zach Cregger,2022,USA,2023-10-27,2022,Si,Migrada,CSV historico,,,,,,
P0107-1,107,The forever purge,Everardo Gout,2021,USA,2023-10-30,2022,No,Migrada,CSV historico,,,,,,
P0108-1,108,Speak no Evil,Christian Tafdrup,2022,Dinamarca,2023-10-31,2022,No,Migrada,CSV historico,,,,,,
P0109-1,109,Alguien te está mirando,"Gustavo Cova,Horacio Maldonado",1988,Argentina,2023-11-04,2022,No,Migrada,CSV historico,,,,,,
P0110-1,110,Men,Alex Garland,2022,UK,2023-11-06,2022,No,Migrada,CSV historico,,,,,,
P0111-1,111,Mr death,Errol Morris,2000,USA,2023-11-08,2022,No,Migrada,CSV historico,,,,,,
P0112-1,112,Tabloide,Errol Morris,2010,USA,2023-11-11,2022,No,Migrada,CSV historico,,,,,,
P0113-1,113,Gates of Heaven,Errol Morris,1980,USA,2023-11-12,2022,No,Migrada,CSV historico,,,,,,
